,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
822,v_signed_contrast|participant_id[45],-0.1,0.044,-0.181,-0.018,0.001,0.001,950.0,1023.0,
823,v_signed_contrast|participant_id[46],-0.137,0.044,-0.229,-0.063,0.001,0.001,951.0,980.0,
824,v_signed_contrast|participant_id[47],-0.086,0.044,-0.169,-0.006,0.001,0.001,955.0,1022.0,
825,v_signed_contrast|participant_id[48],-0.136,0.044,-0.229,-0.062,0.001,0.001,953.0,981.0,
826,v_signed_contrast|participant_id[49],-0.13,0.044,-0.214,-0.047,0.001,0.001,963.0,1022.0,
827,v_signed_contrast|participant_id[50],-0.058,0.044,-0.144,0.022,0.001,0.001,967.0,1021.0,
828,v_signed_contrast|participant_id[51],-0.135,0.044,-0.217,-0.052,0.001,0.001,957.0,1023.0,
829,v_signed_contrast|participant_id[52],-0.099,0.044,-0.187,-0.021,0.001,0.001,954.0,981.0,
830,v_signed_contrast|participant_id[53],-0.046,0.044,-0.129,0.033,0.001,0.001,912.0,981.0,
831,v_signed_contrast|participant_id[54],-0.133,0.044,-0.222,-0.056,0.001,0.001,953.0,981.0,
832,v_signed_contrast|participant_id[55],-0.089,0.043,-0.18,-0.017,0.001,0.001,960.0,1023.0,
833,v_signed_contrast|participant_id[56],-0.077,0.044,-0.17,-0.005,0.001,0.001,965.0,1070.0,
834,v_signed_contrast|participant_id[57],-0.085,0.044,-0.174,-0.008,0.001,0.001,951.0,981.0,
835,v_signed_contrast|participant_id[58],-0.138,0.044,-0.23,-0.063,0.001,0.001,954.0,981.0,
836,v_signed_contrast|participant_id[59],-0.09,0.044,-0.176,-0.012,0.001,0.001,960.0,1024.0,
837,v_signed_contrast|participant_id[60],-0.135,0.044,-0.225,-0.059,0.001,0.001,953.0,981.0,
838,v_signed_contrast|participant_id[61],-0.067,0.044,-0.156,0.009,0.001,0.001,973.0,979.0,
839,v_signed_contrast|participant_id[62],-0.135,0.044,-0.226,-0.06,0.001,0.001,954.0,1022.0,
840,v_signed_contrast|participant_id[63],-0.082,0.044,-0.167,-0.001,0.001,0.001,949.0,978.0,
841,v_signed_contrast|participant_id[64],-0.077,0.044,-0.16,0.006,0.001,0.001,947.0,1022.0,
842,v_signed_contrast|participant_id[65],-0.13,0.044,-0.209,-0.043,0.001,0.001,947.0,981.0,
843,v_signed_contrast|participant_id[66],-0.133,0.045,-0.221,-0.054,0.001,0.001,945.0,1023.0,
844,v_signed_contrast|participant_id[67],-0.135,0.044,-0.222,-0.055,0.001,0.001,954.0,1023.0,
845,v_signed_contrast|participant_id[68],-0.136,0.044,-0.229,-0.062,0.001,0.001,953.0,1023.0,
846,v_signed_contrast|participant_id[69],-0.131,0.044,-0.217,-0.051,0.001,0.001,960.0,1024.0,
