,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
56,t_1|participant_id[56],-0.058,0.161,-0.361,0.244,0.005,0.004,1092.0,947.0,
57,t_1|participant_id[57],0.145,0.135,-0.108,0.392,0.004,0.003,960.0,801.0,
58,t_1|participant_id[58],-0.25,0.143,-0.51,0.033,0.005,0.004,972.0,845.0,
59,t_1|participant_id[59],0.324,0.124,0.102,0.554,0.004,0.003,949.0,922.0,
60,t_1|participant_id[60],-0.66,0.133,-0.894,-0.404,0.004,0.003,979.0,789.0,
61,t_1|participant_id[61],-0.044,0.114,-0.253,0.162,0.004,0.003,1027.0,751.0,
62,t_1|participant_id[62],-0.988,0.158,-1.261,-0.67,0.005,0.004,950.0,934.0,
63,t_1|participant_id[63],-0.533,0.121,-0.754,-0.293,0.004,0.003,1004.0,934.0,
64,t_1|participant_id[64],0.034,0.117,-0.175,0.263,0.004,0.003,866.0,663.0,
65,t_1|participant_id[65],-0.889,0.158,-1.157,-0.572,0.005,0.004,1000.0,975.0,
66,t_1|participant_id[66],-0.683,0.13,-0.932,-0.446,0.004,0.003,1011.0,981.0,
67,t_1|participant_id[67],-1.046,0.171,-1.331,-0.693,0.005,0.004,1126.0,920.0,
68,t_1|participant_id[68],-0.042,0.112,-0.247,0.166,0.004,0.003,913.0,919.0,
69,t_1|participant_id[69],-0.587,0.124,-0.813,-0.371,0.004,0.003,1018.0,944.0,
70,a_1|participant_id_sigma,0.29,0.022,0.251,0.334,0.001,0.001,897.0,967.0,
71,t_1|participant_id_mu,0.011,0.316,-0.603,0.586,0.01,0.007,963.0,878.0,
72,a_1|participant_id[1],0.065,0.072,-0.072,0.197,0.002,0.002,1027.0,909.0,
73,a_1|participant_id[2],0.416,0.072,0.29,0.548,0.002,0.002,1039.0,952.0,
74,a_1|participant_id[3],0.417,0.077,0.263,0.55,0.002,0.002,999.0,891.0,
75,a_1|participant_id[4],-0.302,0.074,-0.441,-0.163,0.002,0.002,1025.0,951.0,
76,a_1|participant_id[5],0.536,0.073,0.404,0.679,0.002,0.002,985.0,944.0,
77,a_1|participant_id[6],-0.343,0.078,-0.499,-0.209,0.002,0.002,1014.0,952.0,
78,a_1|participant_id[7],0.211,0.08,0.069,0.367,0.003,0.002,929.0,889.0,
79,a_1|participant_id[8],0.609,0.081,0.473,0.77,0.003,0.002,902.0,872.0,
80,a_1|participant_id[9],0.596,0.085,0.45,0.763,0.003,0.002,881.0,776.0,
81,a_1|participant_id[10],0.493,0.083,0.335,0.65,0.003,0.002,1019.0,1026.0,
82,a_1|participant_id[11],0.189,0.071,0.048,0.308,0.002,0.002,1006.0,981.0,
83,a_1|participant_id[12],0.534,0.072,0.399,0.672,0.002,0.002,902.0,882.0,
84,a_1|participant_id[13],0.324,0.073,0.173,0.441,0.002,0.002,1004.0,908.0,
85,a_1|participant_id[14],-0.92,0.103,-1.127,-0.738,0.004,0.003,702.0,1070.0,
86,a_1|participant_id[15],-0.477,0.093,-0.656,-0.313,0.003,0.002,1020.0,1062.0,
87,a_1|participant_id[16],0.046,0.073,-0.075,0.199,0.002,0.002,957.0,873.0,
88,a_1|participant_id[17],-0.081,0.076,-0.221,0.064,0.002,0.002,1018.0,1031.0,
89,a_1|participant_id[18],0.533,0.074,0.381,0.66,0.003,0.002,841.0,948.0,
90,a_1|participant_id[19],0.335,0.078,0.186,0.478,0.003,0.002,957.0,881.0,
91,a_1|participant_id[20],0.236,0.069,0.103,0.363,0.002,0.002,896.0,818.0,
92,a_1|participant_id[21],0.296,0.075,0.156,0.441,0.002,0.002,988.0,845.0,
93,a_1|participant_id[22],0.364,0.072,0.231,0.498,0.002,0.002,938.0,952.0,
94,a_1|participant_id[23],0.022,0.07,-0.096,0.162,0.002,0.002,898.0,845.0,
95,a_1|participant_id[24],-0.025,0.073,-0.158,0.11,0.002,0.002,1004.0,981.0,
96,a_1|participant_id[25],0.543,0.076,0.392,0.678,0.002,0.002,936.0,983.0,
97,a_1|participant_id[26],0.33,0.075,0.206,0.491,0.002,0.002,1013.0,816.0,
