,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
645,v_1|participant_id[4],0.221,0.108,0.025,0.434,0.003,0.002,1030.0,1025.0,
646,v_1|participant_id[5],0.424,0.091,0.247,0.577,0.003,0.002,1001.0,952.0,
647,v_1|participant_id[6],0.232,0.12,0.024,0.483,0.004,0.003,989.0,966.0,
648,v_1|participant_id[7],0.439,0.103,0.238,0.626,0.003,0.002,888.0,907.0,
649,v_1|participant_id[8],-0.154,0.104,-0.331,0.042,0.003,0.002,935.0,795.0,
650,v_1|participant_id[9],-0.402,0.108,-0.595,-0.195,0.003,0.002,1039.0,1025.0,
651,v_1|participant_id[10],0.043,0.108,-0.161,0.241,0.004,0.003,909.0,889.0,
652,v_1|participant_id[11],0.013,0.091,-0.178,0.174,0.003,0.002,1022.0,1019.0,
653,v_1|participant_id[12],-0.082,0.085,-0.236,0.083,0.003,0.002,989.0,941.0,
654,v_1|participant_id[13],0.341,0.108,0.146,0.555,0.003,0.003,965.0,942.0,
655,v_1|participant_id[14],-1.557,0.115,-1.797,-1.361,0.004,0.003,932.0,925.0,
656,v_1|participant_id[15],0.512,0.123,0.285,0.74,0.004,0.003,944.0,859.0,
657,v_1|participant_id[16],-0.441,0.103,-0.641,-0.251,0.004,0.003,850.0,878.0,
658,v_1|participant_id[17],-0.296,0.118,-0.49,-0.061,0.004,0.003,877.0,908.0,
659,v_1|participant_id[18],0.108,0.094,-0.046,0.302,0.003,0.002,900.0,983.0,
660,v_1|participant_id[19],0.56,0.112,0.372,0.79,0.003,0.002,1121.0,888.0,
661,v_1|participant_id[20],0.539,0.362,-0.12,1.223,0.012,0.008,969.0,1024.0,
662,v_1|participant_id[21],-0.089,0.099,-0.291,0.082,0.003,0.002,864.0,881.0,
663,v_1|participant_id[22],-0.006,0.088,-0.165,0.153,0.003,0.002,1046.0,843.0,
664,v_1|participant_id[23],-0.17,0.101,-0.345,0.034,0.003,0.002,1048.0,1006.0,
665,v_1|participant_id[24],0.178,0.104,-0.039,0.344,0.003,0.002,984.0,982.0,
666,v_1|participant_id[25],0.24,0.093,0.056,0.407,0.003,0.002,1032.0,1017.0,
667,v_1|participant_id[26],1.328,0.118,1.11,1.547,0.004,0.003,1025.0,943.0,
668,v_1|participant_id[27],-0.029,0.102,-0.23,0.157,0.003,0.002,895.0,867.0,
669,v_1|participant_id[28],-0.412,0.09,-0.578,-0.24,0.003,0.002,937.0,1008.0,
670,v_1|participant_id[29],0.295,0.088,0.138,0.464,0.003,0.002,1011.0,1024.0,
671,v_1|participant_id[30],-0.446,0.091,-0.615,-0.285,0.003,0.002,1034.0,1021.0,
672,v_1|participant_id[31],0.026,0.109,-0.158,0.236,0.004,0.003,897.0,934.0,
673,v_1|participant_id[32],-0.483,0.11,-0.682,-0.282,0.004,0.003,974.0,943.0,
674,v_1|participant_id[33],-0.884,0.1,-1.071,-0.698,0.003,0.002,1033.0,974.0,
675,v_1|participant_id[34],0.249,0.109,0.066,0.471,0.003,0.002,1012.0,889.0,
676,v_1|participant_id[35],-0.325,0.112,-0.508,-0.088,0.004,0.003,996.0,1072.0,
677,v_1|participant_id[36],-0.303,0.09,-0.463,-0.132,0.003,0.002,980.0,978.0,
678,v_1|participant_id[37],1.647,0.139,1.389,1.902,0.004,0.003,1014.0,952.0,
679,v_1|participant_id[38],-0.428,0.096,-0.606,-0.247,0.003,0.002,973.0,854.0,
680,v_1|participant_id[39],0.639,0.105,0.44,0.837,0.003,0.002,1105.0,939.0,
681,v_1|participant_id[40],0.093,0.089,-0.073,0.259,0.003,0.002,1014.0,983.0,
682,v_1|participant_id[41],0.105,0.089,-0.065,0.269,0.003,0.002,918.0,947.0,
683,v_1|participant_id[42],-0.403,0.095,-0.588,-0.241,0.003,0.002,848.0,904.0,
684,v_1|participant_id[43],0.037,0.123,-0.215,0.25,0.004,0.003,1013.0,879.0,
685,v_1|participant_id[44],0.205,0.105,0.013,0.401,0.003,0.002,947.0,972.0,
686,v_1|participant_id[45],0.124,0.097,-0.058,0.3,0.003,0.002,1060.0,915.0,
687,v_1|participant_id[46],-0.085,0.091,-0.252,0.08,0.003,0.002,926.0,901.0,
688,v_1|participant_id[47],0.022,0.101,-0.158,0.211,0.003,0.002,1121.0,743.0,
689,v_1|participant_id[48],0.38,0.09,0.212,0.538,0.003,0.002,913.0,832.0,
690,v_1|participant_id[49],0.226,0.09,0.074,0.416,0.003,0.002,813.0,878.0,
691,v_1|participant_id[50],0.399,0.106,0.189,0.586,0.003,0.002,924.0,872.0,
692,v_1|participant_id[51],0.109,0.097,-0.064,0.292,0.003,0.002,928.0,953.0,
693,v_1|participant_id[52],-0.128,0.096,-0.298,0.062,0.003,0.002,1018.0,983.0,
694,v_1|participant_id[53],0.351,0.101,0.179,0.54,0.003,0.002,1050.0,1026.0,
695,v_1|participant_id[54],0.213,0.091,0.034,0.38,0.003,0.002,1011.0,950.0,
696,v_1|participant_id[55],0.024,0.101,-0.158,0.223,0.004,0.003,802.0,1071.0,
697,v_1|participant_id[56],0.382,0.101,0.191,0.572,0.003,0.002,938.0,945.0,
698,v_1|participant_id[57],-0.324,0.105,-0.52,-0.136,0.003,0.002,993.0,981.0,
699,v_1|participant_id[58],0.089,0.092,-0.074,0.269,0.003,0.002,772.0,897.0,
700,v_1|participant_id[59],-0.731,0.1,-0.914,-0.547,0.003,0.002,922.0,992.0,
701,v_1|participant_id[60],-0.111,0.092,-0.277,0.074,0.003,0.002,884.0,1015.0,
702,v_1|participant_id[61],-0.391,0.1,-0.571,-0.202,0.003,0.002,935.0,945.0,
703,v_1|participant_id[62],0.073,0.088,-0.111,0.223,0.003,0.002,964.0,867.0,
704,v_1|participant_id[63],-0.597,0.088,-0.764,-0.44,0.003,0.002,893.0,914.0,
705,v_1|participant_id[64],0.487,0.094,0.317,0.667,0.003,0.002,947.0,875.0,
706,v_1|participant_id[65],-0.076,0.096,-0.262,0.101,0.003,0.002,936.0,988.0,
707,v_1|participant_id[66],0.208,0.127,-0.038,0.437,0.004,0.003,1069.0,944.0,
708,v_1|participant_id[67],-0.078,0.093,-0.275,0.081,0.003,0.002,1046.0,1031.0,
709,v_1|participant_id[68],0.152,0.097,-0.042,0.325,0.003,0.002,913.0,1072.0,
710,v_1|participant_id[69],-0.456,0.1,-0.666,-0.286,0.003,0.002,922.0,982.0,
711,v_prevresp|participant_id_sigma,0.15,0.012,0.127,0.173,0.0,0.0,993.0,995.0,
712,z_1|participant_id[1],0.092,0.081,-0.061,0.238,0.003,0.002,727.0,911.0,
713,z_1|participant_id[2],-0.316,0.087,-0.476,-0.161,0.003,0.002,945.0,946.0,
714,z_1|participant_id[3],0.17,0.087,0.0,0.333,0.003,0.002,801.0,918.0,
715,z_1|participant_id[4],-0.011,0.079,-0.148,0.139,0.003,0.002,923.0,975.0,
716,z_1|participant_id[5],0.025,0.08,-0.11,0.19,0.002,0.002,1039.0,872.0,
717,z_1|participant_id[6],0.629,0.105,0.445,0.836,0.004,0.003,720.0,821.0,
718,z_1|participant_id[7],0.532,0.098,0.33,0.694,0.003,0.002,925.0,756.0,
719,z_1|participant_id[8],-0.135,0.093,-0.323,0.025,0.003,0.002,971.0,917.0,
720,z_1|participant_id[9],-1.676,0.233,-2.109,-1.244,0.007,0.005,1024.0,982.0,
721,z_1|participant_id[10],-0.272,0.097,-0.458,-0.101,0.003,0.002,833.0,955.0,
722,z_1|participant_id[11],-0.042,0.081,-0.192,0.104,0.003,0.002,1030.0,839.0,
723,z_1|participant_id[12],0.232,0.076,0.09,0.369,0.003,0.002,902.0,825.0,
724,z_1|participant_id[13],0.429,0.09,0.249,0.588,0.003,0.002,784.0,954.0,
725,z_1|participant_id[14],0.759,0.111,0.564,0.969,0.004,0.003,969.0,912.0,
726,z_1|participant_id[15],-0.42,0.097,-0.611,-0.242,0.003,0.002,933.0,714.0,
727,z_1|participant_id[16],0.109,0.085,-0.059,0.26,0.003,0.002,1041.0,871.0,
728,z_1|participant_id[17],0.988,0.122,0.778,1.219,0.004,0.003,854.0,825.0,
729,z_1|participant_id[18],0.096,0.08,-0.056,0.24,0.003,0.002,940.0,847.0,
730,z_1|participant_id[19],0.035,0.088,-0.127,0.2,0.003,0.002,911.0,898.0,
731,z_1|participant_id[20],-0.035,0.114,-0.283,0.142,0.004,0.003,1033.0,873.0,
732,z_1|participant_id[21],0.159,0.084,0.011,0.319,0.003,0.002,813.0,979.0,
733,z_1|participant_id[22],-0.183,0.08,-0.324,-0.025,0.003,0.002,913.0,859.0,
734,z_1|participant_id[23],-0.512,0.105,-0.728,-0.32,0.003,0.002,935.0,979.0,
735,z_1|participant_id[24],-0.141,0.085,-0.295,0.022,0.003,0.002,763.0,916.0,
736,z_1|participant_id[25],0.357,0.084,0.206,0.521,0.003,0.002,961.0,958.0,
737,z_1|participant_id[26],-0.116,0.082,-0.256,0.052,0.003,0.002,988.0,826.0,
738,z_1|participant_id[27],0.13,0.076,0.003,0.299,0.003,0.002,819.0,845.0,
739,z_1|participant_id[28],-0.01,0.08,-0.154,0.153,0.003,0.002,912.0,975.0,
740,z_1|participant_id[29],0.3,0.079,0.162,0.451,0.002,0.002,990.0,944.0,
741,z_1|participant_id[30],-0.088,0.083,-0.245,0.07,0.003,0.002,899.0,740.0,
742,z_1|participant_id[31],0.101,0.081,-0.051,0.25,0.003,0.002,726.0,874.0,
743,z_1|participant_id[32],0.225,0.083,0.064,0.377,0.003,0.002,865.0,874.0,
744,z_1|participant_id[33],0.173,0.076,0.045,0.336,0.003,0.002,859.0,738.0,
745,z_1|participant_id[34],0.156,0.086,-0.006,0.315,0.003,0.002,913.0,904.0,
746,z_1|participant_id[35],-0.321,0.094,-0.485,-0.141,0.003,0.002,830.0,869.0,
747,z_1|participant_id[36],-0.308,0.087,-0.488,-0.151,0.003,0.002,1017.0,943.0,
748,z_1|participant_id[37],-1.976,0.186,-2.349,-1.643,0.006,0.004,1033.0,906.0,
749,z_1|participant_id[38],0.269,0.085,0.117,0.436,0.003,0.002,879.0,908.0,
750,z_1|participant_id[39],-0.216,0.079,-0.36,-0.063,0.003,0.002,809.0,848.0,
751,z_1|participant_id[40],-0.069,0.075,-0.221,0.061,0.003,0.002,878.0,909.0,
752,z_1|participant_id[41],0.433,0.081,0.266,0.573,0.003,0.002,1004.0,940.0,
753,z_1|participant_id[42],-0.191,0.086,-0.367,-0.046,0.003,0.002,797.0,872.0,
754,z_1|participant_id[43],0.854,0.113,0.652,1.067,0.004,0.003,844.0,749.0,
755,z_1|participant_id[44],-0.004,0.084,-0.167,0.147,0.003,0.002,872.0,767.0,
756,z_1|participant_id[45],0.145,0.083,-0.022,0.285,0.003,0.002,678.0,799.0,
757,z_1|participant_id[46],0.328,0.079,0.185,0.474,0.002,0.002,1021.0,1005.0,
758,z_1|participant_id[47],0.255,0.097,0.067,0.43,0.003,0.002,935.0,777.0,
759,z_1|participant_id[48],0.339,0.084,0.165,0.49,0.003,0.002,955.0,849.0,
760,z_1|participant_id[49],-0.116,0.08,-0.268,0.033,0.003,0.002,911.0,877.0,
761,z_1|participant_id[50],-0.308,0.087,-0.478,-0.152,0.003,0.002,1032.0,1033.0,
762,z_1|participant_id[51],0.007,0.088,-0.159,0.167,0.003,0.002,1006.0,898.0,
763,z_1|participant_id[52],0.061,0.085,-0.109,0.209,0.003,0.002,774.0,936.0,
764,z_1|participant_id[53],-0.761,0.118,-0.958,-0.524,0.004,0.003,1051.0,937.0,
765,z_1|participant_id[54],-0.433,0.089,-0.612,-0.279,0.003,0.002,1028.0,789.0,
766,z_1|participant_id[55],0.034,0.089,-0.126,0.206,0.003,0.002,963.0,906.0,
767,z_1|participant_id[56],0.09,0.094,-0.106,0.254,0.003,0.002,852.0,983.0,
768,z_1|participant_id[57],0.043,0.092,-0.13,0.214,0.003,0.002,888.0,897.0,
769,z_1|participant_id[58],-0.053,0.084,-0.224,0.092,0.003,0.002,1038.0,1035.0,
770,z_1|participant_id[59],-0.046,0.088,-0.205,0.12,0.003,0.002,933.0,1026.0,
771,z_1|participant_id[60],0.576,0.09,0.43,0.768,0.003,0.002,848.0,569.0,
772,z_1|participant_id[61],-0.108,0.082,-0.249,0.06,0.003,0.002,935.0,874.0,
773,z_1|participant_id[62],-0.044,0.08,-0.199,0.1,0.003,0.002,944.0,992.0,
774,z_1|participant_id[63],0.058,0.08,-0.081,0.218,0.003,0.002,822.0,875.0,
775,z_1|participant_id[64],-0.186,0.077,-0.323,-0.039,0.003,0.002,851.0,914.0,
776,z_1|participant_id[65],0.111,0.088,-0.061,0.262,0.003,0.002,972.0,765.0,
777,z_1|participant_id[66],0.354,0.094,0.188,0.522,0.003,0.002,784.0,807.0,
778,z_1|participant_id[67],-0.082,0.086,-0.234,0.087,0.003,0.002,746.0,936.0,
779,z_1|participant_id[68],-0.257,0.084,-0.418,-0.106,0.003,0.002,865.0,742.0,
780,z_1|participant_id[69],0.068,0.081,-0.074,0.226,0.003,0.002,791.0,679.0,
781,t_1|participant_id[1],-0.366,0.184,-0.684,-0.029,0.006,0.004,943.0,908.0,
782,t_1|participant_id[2],-0.32,0.186,-0.636,0.061,0.006,0.004,982.0,908.0,
783,t_1|participant_id[3],-0.2,0.194,-0.57,0.143,0.006,0.005,975.0,943.0,
784,t_1|participant_id[4],0.027,0.192,-0.328,0.377,0.006,0.005,961.0,874.0,
785,t_1|participant_id[5],-0.167,0.19,-0.512,0.183,0.006,0.004,953.0,875.0,
786,t_1|participant_id[6],-0.35,0.186,-0.703,-0.037,0.006,0.004,978.0,813.0,
787,t_1|participant_id[7],-0.572,0.201,-0.927,-0.189,0.006,0.005,1032.0,874.0,
788,t_1|participant_id[8],-0.13,0.197,-0.482,0.248,0.006,0.004,981.0,908.0,
789,t_1|participant_id[9],0.748,0.204,0.418,1.174,0.007,0.005,948.0,908.0,
790,t_1|participant_id[10],0.867,0.2,0.511,1.24,0.006,0.005,963.0,901.0,
791,t_1|participant_id[11],-0.597,0.196,-0.962,-0.222,0.006,0.005,936.0,813.0,
792,t_1|participant_id[12],-0.025,0.187,-0.378,0.293,0.006,0.004,979.0,944.0,
793,t_1|participant_id[13],-0.151,0.186,-0.509,0.175,0.006,0.004,1008.0,873.0,
794,t_1|participant_id[14],0.909,0.2,0.552,1.314,0.006,0.005,956.0,983.0,
795,t_1|participant_id[15],0.734,0.199,0.359,1.107,0.006,0.005,955.0,937.0,
796,t_1|participant_id[16],-0.139,0.187,-0.462,0.192,0.006,0.004,950.0,881.0,
797,t_1|participant_id[17],0.015,0.191,-0.333,0.368,0.006,0.005,1035.0,773.0,
