,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
140,z_1|participant_id_offset[65],0.489,0.714,-0.763,1.761,0.022,0.019,1009.0,883.0,
141,z_1|participant_id_offset[66],-0.152,1.035,-2.025,1.933,0.036,0.025,828.0,941.0,
142,z_1|participant_id_offset[67],-0.366,0.775,-1.726,1.162,0.024,0.017,1042.0,942.0,
143,z_1|participant_id_offset[68],-0.341,0.8,-1.891,1.012,0.028,0.02,812.0,813.0,
144,z_1|participant_id_offset[69],-0.353,0.933,-2.002,1.406,0.033,0.024,797.0,958.0,
145,alpha_1|participant_id[1],0.163,0.582,-0.782,1.305,0.019,0.013,961.0,845.0,
146,alpha_1|participant_id[2],0.075,0.564,-1.06,1.119,0.017,0.012,1111.0,979.0,
147,alpha_1|participant_id[3],0.116,0.566,-0.886,1.403,0.019,0.013,932.0,899.0,
148,alpha_1|participant_id[4],0.122,0.616,-0.93,1.375,0.021,0.015,894.0,845.0,
149,alpha_1|participant_id[5],0.062,0.514,-0.912,1.016,0.018,0.013,815.0,975.0,
150,alpha_1|participant_id[6],-0.071,0.58,-1.268,0.989,0.019,0.013,1008.0,880.0,
151,alpha_1|participant_id[7],0.209,0.561,-0.707,1.303,0.02,0.014,720.0,971.0,
152,alpha_1|participant_id[8],0.05,0.527,-0.939,1.058,0.016,0.014,1132.0,876.0,
153,alpha_1|participant_id[9],0.058,0.56,-0.916,1.24,0.017,0.013,1068.0,878.0,
154,alpha_1|participant_id[10],0.032,0.529,-1.072,0.975,0.016,0.012,1047.0,1023.0,
155,alpha_1|participant_id[11],0.125,0.57,-1.02,1.115,0.02,0.014,841.0,876.0,
156,alpha_1|participant_id[12],0.125,0.571,-0.867,1.208,0.018,0.013,979.0,982.0,
157,alpha_1|participant_id[13],0.025,0.571,-1.223,0.993,0.018,0.013,975.0,916.0,
158,alpha_1|participant_id[14],-0.728,1.067,-2.731,0.725,0.033,0.024,1005.0,983.0,
159,alpha_1|participant_id[15],-0.089,0.644,-1.21,1.063,0.023,0.016,778.0,880.0,
160,alpha_1|participant_id[16],-0.055,0.588,-1.288,1.028,0.02,0.014,884.0,846.0,
161,alpha_1|participant_id[17],0.101,0.574,-0.846,1.127,0.018,0.013,1024.0,1017.0,
