,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
92,z_1|participant_id_offset[18],0.274,0.591,-0.759,1.413,0.018,0.013,1062.0,942.0,
93,z_1|participant_id_offset[19],0.888,0.664,-0.305,2.109,0.022,0.016,905.0,872.0,
94,z_1|participant_id_offset[20],-0.01,1.053,-1.999,2.001,0.034,0.025,981.0,870.0,
95,z_1|participant_id_offset[21],-0.69,0.91,-2.406,0.839,0.033,0.023,765.0,1000.0,
96,z_1|participant_id_offset[22],-1.187,0.831,-2.813,0.241,0.028,0.02,847.0,907.0,
97,z_1|participant_id_offset[23],-0.245,0.824,-1.762,1.206,0.028,0.02,852.0,952.0,
98,z_1|participant_id_offset[24],-0.519,0.691,-1.878,0.653,0.022,0.016,993.0,935.0,
99,z_1|participant_id_offset[25],0.76,0.791,-0.862,2.103,0.025,0.018,1012.0,906.0,
100,z_1|participant_id_offset[26],0.768,0.93,-0.973,2.484,0.029,0.021,1013.0,995.0,
101,z_1|participant_id_offset[27],0.271,0.774,-1.081,1.881,0.026,0.021,932.0,975.0,
102,z_1|participant_id_offset[28],0.17,0.634,-1.056,1.275,0.02,0.014,999.0,1026.0,
103,z_1|participant_id_offset[29],1.086,0.499,0.164,2.029,0.016,0.011,989.0,868.0,
104,z_1|participant_id_offset[30],-0.183,0.878,-1.764,1.493,0.029,0.02,945.0,908.0,
105,z_1|participant_id_offset[31],-0.707,0.778,-2.201,0.665,0.025,0.017,988.0,898.0,
106,z_1|participant_id_offset[32],0.223,0.521,-0.717,1.187,0.017,0.012,927.0,909.0,
107,z_1|participant_id_offset[33],0.928,0.663,-0.211,2.283,0.021,0.015,1008.0,1021.0,
108,z_1|participant_id_offset[34],-0.443,0.651,-1.579,0.83,0.021,0.015,942.0,743.0,
109,z_1|participant_id_offset[35],-1.511,0.895,-3.087,0.174,0.028,0.02,1016.0,943.0,
110,z_1|participant_id_offset[36],-1.061,0.734,-2.547,0.241,0.023,0.017,1003.0,1069.0,
111,z_1|participant_id_offset[37],-4.399,0.82,-5.99,-2.928,0.027,0.019,918.0,983.0,
112,z_1|participant_id_offset[38],1.48,0.678,0.292,2.799,0.022,0.015,963.0,1060.0,
113,z_1|participant_id_offset[39],-1.023,0.613,-2.192,0.079,0.02,0.014,920.0,806.0,
114,z_1|participant_id_offset[40],-1.374,0.866,-3.0,0.218,0.029,0.021,905.0,935.0,
115,z_1|participant_id_offset[41],1.859,0.596,0.89,3.141,0.02,0.014,909.0,905.0,
116,z_1|participant_id_offset[42],-0.962,0.682,-2.15,0.419,0.022,0.015,1010.0,937.0,
117,z_1|participant_id_offset[43],1.383,0.894,-0.484,2.817,0.028,0.021,1003.0,910.0,
118,z_1|participant_id_offset[44],0.68,0.768,-0.671,2.182,0.026,0.018,898.0,875.0,
119,z_1|participant_id_offset[45],0.095,0.541,-0.908,1.098,0.016,0.013,1148.0,1010.0,
120,z_1|participant_id_offset[46],0.485,1.01,-1.448,2.3,0.032,0.023,976.0,901.0,
121,z_1|participant_id_offset[47],0.144,0.617,-0.972,1.325,0.021,0.015,869.0,843.0,
122,z_1|participant_id_offset[48],1.659,0.749,0.219,3.015,0.025,0.018,911.0,1026.0,
123,z_1|participant_id_offset[49],-0.804,0.67,-2.039,0.437,0.022,0.016,906.0,983.0,
124,z_1|participant_id_offset[50],-1.281,0.611,-2.46,-0.236,0.021,0.015,866.0,945.0,
125,z_1|participant_id_offset[51],-0.128,0.986,-1.897,1.762,0.032,0.025,963.0,826.0,
126,z_1|participant_id_offset[52],0.098,0.567,-0.83,1.285,0.019,0.013,920.0,820.0,
127,z_1|participant_id_offset[53],-1.444,0.635,-2.566,-0.215,0.02,0.014,987.0,1011.0,
128,z_1|participant_id_offset[54],-1.646,0.775,-3.098,-0.182,0.025,0.018,978.0,700.0,
129,z_1|participant_id_offset[55],0.507,0.595,-0.662,1.51,0.02,0.015,856.0,955.0,
130,z_1|participant_id_offset[56],0.0,0.612,-1.24,1.085,0.02,0.014,932.0,1070.0,
