,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
338,v_signed_contrast|participant_id[54],-0.056,0.298,-0.66,0.397,0.009,0.007,1014.0,972.0,
339,v_signed_contrast|participant_id[55],-0.036,0.279,-0.557,0.355,0.009,0.006,960.0,1024.0,
340,v_signed_contrast|participant_id[56],-0.041,0.272,-0.436,0.48,0.009,0.007,958.0,913.0,
341,v_signed_contrast|participant_id[57],-0.049,0.286,-0.675,0.349,0.009,0.007,915.0,918.0,
342,v_signed_contrast|participant_id[58],-0.109,0.301,-0.661,0.435,0.01,0.007,1014.0,790.0,
343,v_signed_contrast|participant_id[59],-0.135,0.324,-0.826,0.406,0.01,0.007,1175.0,982.0,
344,v_signed_contrast|participant_id[60],-0.094,0.313,-0.626,0.533,0.01,0.007,948.0,980.0,
345,v_signed_contrast|participant_id[61],-0.085,0.315,-0.62,0.509,0.01,0.007,1060.0,781.0,
346,v_signed_contrast|participant_id[62],-0.097,0.376,-0.771,0.419,0.012,0.008,1086.0,749.0,
347,v_signed_contrast|participant_id[63],-0.096,0.317,-0.633,0.454,0.01,0.007,947.0,912.0,
348,v_signed_contrast|participant_id[64],-0.042,0.326,-0.61,0.512,0.01,0.007,1043.0,1023.0,
349,v_signed_contrast|participant_id[65],-0.068,0.28,-0.613,0.455,0.009,0.006,920.0,951.0,
350,v_signed_contrast|participant_id[66],-0.029,0.237,-0.468,0.416,0.008,0.006,952.0,951.0,
351,v_signed_contrast|participant_id[67],-0.047,0.323,-0.579,0.549,0.011,0.008,789.0,859.0,
352,v_signed_contrast|participant_id[68],-0.027,0.275,-0.447,0.551,0.009,0.006,885.0,868.0,
353,v_signed_contrast|participant_id[69],-0.047,0.284,-0.561,0.563,0.009,0.007,1039.0,739.0,
354,v_prevresp|participant_id_mu,0.01,0.273,-0.513,0.488,0.008,0.006,1168.0,983.0,
355,v_signed_contrast,1.092,0.585,0.008,2.215,0.019,0.014,917.0,908.0,
356,v_signed_contrast|participant_id_sigma,0.155,0.152,0.005,0.409,0.005,0.004,932.0,858.0,
357,p_outlier,0.027,0.007,0.016,0.041,0.0,0.0,981.0,923.0,
358,t_1|participant_id[1],0.117,0.385,-0.59,0.872,0.014,0.01,761.0,1017.0,
359,t_1|participant_id[2],-0.16,0.286,-0.72,0.371,0.009,0.006,1036.0,1024.0,
