,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
759,a_1|participant_id_offset[55],-1.052,0.954,-2.907,0.625,0.033,0.023,838.0,915.0,
760,a_1|participant_id_offset[56],2.074,0.824,0.538,3.704,0.027,0.019,905.0,952.0,
761,a_1|participant_id_offset[57],-0.051,0.843,-1.561,1.58,0.028,0.02,898.0,908.0,
762,a_1|participant_id_offset[58],1.508,0.935,-0.14,3.328,0.031,0.022,905.0,751.0,
763,a_1|participant_id_offset[59],-1.437,0.871,-3.022,0.11,0.027,0.019,1049.0,945.0,
764,a_1|participant_id_offset[60],0.415,0.864,-1.038,2.17,0.028,0.02,924.0,908.0,
765,a_1|participant_id_offset[61],-1.754,0.779,-3.398,-0.424,0.025,0.018,1013.0,880.0,
766,a_1|participant_id_offset[62],1.079,0.868,-0.608,2.633,0.03,0.021,816.0,988.0,
767,a_1|participant_id_offset[63],-0.324,0.922,-2.067,1.447,0.032,0.023,811.0,881.0,
768,a_1|participant_id_offset[64],-0.059,0.821,-1.599,1.474,0.029,0.02,827.0,909.0,
769,a_1|participant_id_offset[65],2.274,0.966,0.399,4.014,0.033,0.023,866.0,953.0,
770,a_1|participant_id_offset[66],0.238,1.032,-1.661,2.094,0.032,0.024,1075.0,863.0,
771,a_1|participant_id_offset[67],1.384,0.867,-0.267,2.949,0.03,0.021,858.0,914.0,
772,a_1|participant_id_offset[68],0.197,0.82,-1.358,1.601,0.027,0.019,926.0,944.0,
773,a_1|participant_id_offset[69],0.175,0.813,-1.349,1.615,0.03,0.021,734.0,880.0,
774,z_1|participant_id_sigma,0.268,0.047,0.185,0.358,0.002,0.001,965.0,975.0,
775,a_1|participant_id_mu,-0.024,0.277,-0.526,0.501,0.009,0.006,992.0,1067.0,
776,theta_Intercept,-3.219,0.465,-4.012,-2.286,0.016,0.011,855.0,880.0,
777,v_signed_contrast|participant_id[1],-0.402,0.568,-1.227,0.026,0.018,0.013,903.0,981.0,
778,v_signed_contrast|participant_id[2],-0.047,0.392,-0.542,0.473,0.012,0.009,788.0,937.0,
779,v_signed_contrast|participant_id[3],-0.223,0.461,-1.053,0.203,0.014,0.01,1006.0,934.0,
780,v_signed_contrast|participant_id[4],-0.09,0.313,-0.682,0.457,0.01,0.007,989.0,867.0,
781,v_signed_contrast|participant_id[5],-0.092,0.474,-0.749,0.475,0.015,0.011,911.0,950.0,
782,v_signed_contrast|participant_id[6],-0.073,0.287,-0.562,0.272,0.01,0.007,771.0,850.0,
783,v_signed_contrast|participant_id[7],-0.254,0.487,-1.085,0.256,0.016,0.011,838.0,983.0,
784,v_signed_contrast|participant_id[8],-0.056,0.436,-0.684,0.414,0.014,0.01,929.0,1001.0,
785,v_signed_contrast|participant_id[9],-0.046,0.358,-0.508,0.559,0.012,0.008,940.0,880.0,
786,v_signed_contrast|participant_id[10],-0.085,0.437,-0.693,0.537,0.014,0.01,859.0,941.0,
787,v_signed_contrast|participant_id[11],-0.078,0.43,-0.694,0.476,0.015,0.01,820.0,845.0,
788,v_signed_contrast|participant_id[12],-0.195,0.414,-0.971,0.496,0.015,0.011,844.0,830.0,
789,v_signed_contrast|participant_id[13],-0.104,0.274,-0.656,0.331,0.009,0.007,911.0,773.0,
790,v_signed_contrast|participant_id[14],-0.359,0.561,-1.206,0.096,0.018,0.012,1014.0,979.0,
791,v_signed_contrast|participant_id[15],-0.224,0.461,-0.931,0.332,0.015,0.011,846.0,937.0,
792,v_signed_contrast|participant_id[16],-0.287,0.568,-1.065,0.17,0.018,0.013,1013.0,936.0,
793,v_signed_contrast|participant_id[17],-0.186,0.378,-0.8,0.313,0.012,0.009,1025.0,869.0,
794,v_signed_contrast|participant_id[18],-0.184,0.436,-1.002,0.547,0.014,0.01,995.0,1025.0,
795,v_signed_contrast|participant_id[19],-0.149,0.435,-0.807,0.383,0.014,0.01,960.0,916.0,
796,v_signed_contrast|participant_id[20],-0.002,0.267,-0.49,0.373,0.009,0.006,969.0,882.0,
797,v_signed_contrast|participant_id[21],-0.243,0.486,-0.961,0.261,0.016,0.011,1022.0,896.0,
798,v_signed_contrast|participant_id[22],-0.174,0.368,-0.828,0.246,0.013,0.01,956.0,923.0,
799,v_signed_contrast|participant_id[23],-0.121,0.269,-0.697,0.308,0.009,0.006,912.0,1017.0,
800,v_signed_contrast|participant_id[24],-0.094,0.457,-0.907,0.36,0.015,0.011,824.0,894.0,
801,v_signed_contrast|participant_id[25],-0.148,0.346,-0.791,0.493,0.011,0.008,973.0,906.0,
802,v_signed_contrast|participant_id[26],-0.425,0.658,-1.301,0.008,0.022,0.015,829.0,836.0,
803,v_signed_contrast|participant_id[27],-0.164,0.406,-0.85,0.211,0.013,0.009,979.0,876.0,
804,v_signed_contrast|participant_id[28],-0.24,0.489,-1.113,0.203,0.015,0.011,982.0,952.0,
805,v_signed_contrast|participant_id[29],-0.135,0.619,-0.793,0.542,0.019,0.014,1018.0,983.0,
806,v_signed_contrast|participant_id[30],-0.056,0.389,-0.675,0.544,0.013,0.009,897.0,640.0,
807,v_signed_contrast|participant_id[31],-0.063,0.308,-0.581,0.427,0.009,0.007,1049.0,907.0,
808,v_signed_contrast|participant_id[32],-0.099,0.385,-0.752,0.386,0.013,0.009,913.0,841.0,
809,v_signed_contrast|participant_id[33],-0.345,0.618,-1.195,0.116,0.02,0.014,1045.0,908.0,
810,v_signed_contrast|participant_id[34],-0.229,0.427,-0.945,0.249,0.014,0.01,991.0,902.0,
811,v_signed_contrast|participant_id[35],-0.321,0.656,-1.177,0.152,0.022,0.016,776.0,886.0,
812,v_signed_contrast|participant_id[36],-0.098,0.553,-0.762,0.473,0.018,0.013,880.0,914.0,
813,v_signed_contrast|participant_id[37],-0.272,0.535,-0.988,0.237,0.018,0.013,971.0,937.0,
814,v_signed_contrast|participant_id[38],-0.106,0.367,-0.66,0.54,0.013,0.009,840.0,836.0,
815,v_signed_contrast|participant_id[39],-0.365,0.703,-1.227,0.047,0.023,0.016,801.0,850.0,
816,v_signed_contrast|participant_id[40],-0.128,0.456,-0.896,0.281,0.015,0.011,799.0,979.0,
817,v_signed_contrast|participant_id[41],-0.269,0.47,-1.049,0.303,0.015,0.01,1001.0,979.0,
818,v_signed_contrast|participant_id[42],-0.085,0.576,-0.75,0.437,0.018,0.013,863.0,738.0,
819,v_signed_contrast|participant_id[43],-0.213,0.419,-0.917,0.365,0.014,0.01,940.0,988.0,
820,v_signed_contrast|participant_id[44],-0.134,0.363,-0.705,0.432,0.013,0.009,935.0,917.0,
821,v_signed_contrast|participant_id[45],-0.156,0.486,-0.906,0.397,0.015,0.011,927.0,871.0,
