,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
256,t_1|participant_id[45],-0.056,0.349,-0.635,0.654,0.011,0.008,999.0,988.0,
257,t_1|participant_id[46],0.103,0.291,-0.437,0.642,0.009,0.006,1052.0,1073.0,
258,t_1|participant_id[47],-0.011,0.379,-0.705,0.71,0.013,0.009,821.0,880.0,
259,t_1|participant_id[48],-0.052,0.317,-0.667,0.502,0.01,0.008,945.0,761.0,
260,t_1|participant_id[49],0.06,0.308,-0.416,0.747,0.01,0.007,918.0,872.0,
261,t_1|participant_id[50],0.879,0.397,0.245,1.685,0.013,0.009,957.0,1027.0,
262,t_1|participant_id[51],0.06,0.279,-0.482,0.563,0.009,0.006,1042.0,981.0,
263,t_1|participant_id[52],0.193,0.317,-0.365,0.818,0.01,0.007,1007.0,1040.0,
264,t_1|participant_id[53],0.262,0.417,-0.485,1.126,0.014,0.01,902.0,818.0,
265,t_1|participant_id[54],-0.209,0.298,-0.683,0.415,0.01,0.007,917.0,1023.0,
266,t_1|participant_id[55],0.102,0.347,-0.409,0.8,0.011,0.008,881.0,939.0,
267,t_1|participant_id[56],0.444,0.36,-0.141,1.156,0.011,0.008,979.0,827.0,
268,t_1|participant_id[57],0.556,0.388,-0.196,1.241,0.013,0.009,866.0,915.0,
269,t_1|participant_id[58],0.268,0.32,-0.328,0.872,0.009,0.007,1135.0,1020.0,
270,t_1|participant_id[59],0.723,0.383,0.05,1.405,0.012,0.009,999.0,983.0,
271,t_1|participant_id[60],-0.084,0.344,-0.708,0.545,0.011,0.009,993.0,976.0,
272,t_1|participant_id[61],0.35,0.401,-0.344,1.113,0.013,0.009,913.0,1026.0,
273,t_1|participant_id[62],-0.096,0.298,-0.64,0.459,0.009,0.007,971.0,990.0,
274,t_1|participant_id[63],-0.095,0.365,-0.733,0.555,0.012,0.008,925.0,945.0,
275,t_1|participant_id[64],0.566,0.405,-0.215,1.29,0.013,0.009,871.0,1026.0,
276,t_1|participant_id[65],0.098,0.335,-0.522,0.771,0.011,0.008,995.0,952.0,
277,t_1|participant_id[66],0.038,0.272,-0.486,0.537,0.009,0.006,918.0,983.0,
278,t_1|participant_id[67],-0.325,0.263,-0.792,0.166,0.008,0.006,974.0,984.0,
279,t_1|participant_id[68],-0.023,0.336,-0.617,0.667,0.01,0.007,1182.0,1026.0,
280,t_1|participant_id[69],0.309,0.357,-0.431,0.965,0.011,0.008,992.0,983.0,
281,v_1|participant_id_sigma,1.017,0.234,0.616,1.446,0.007,0.005,953.0,983.0,
